round,disc_to_backup_ms
1,7.0
2,2.0
3,3.0
4,3.0
5,3.0
6,2.0
7,3.0
8,3.0
9,3.0
10,2.0
11,2.0
12,2.0
13,3.0
14,3.0
15,3.0
16,2.0
17,2.0
18,3.0
19,3.0
20,3.0
21,3.0
22,3.0
23,2.0
24,2.0
25,3.0
26,2.0
27,3.0
28,3.0
29,2.0
30,3.0
31,2.0
32,2.0
33,3.0
34,2.0
35,2.0
36,2.0
37,2.0
38,3.0
39,3.0
40,3.0
41,3.0
42,3.0
43,3.0
44,3.0
45,3.0
46,2.0
47,2.0
48,3.0
49,3.0
50,3.0
51,3.0
52,2.0
53,2.0
54,4.0
55,3.0
56,3.0
57,3.0
58,3.0
59,2.0
60,3.0
61,3.0
62,2.0
63,2.0
64,3.0
65,3.0
66,2.0
67,3.0
68,2.0
69,2.0
70,2.0
71,3.0
72,2.0
73,3.0
74,3.0
75,3.0
76,3.0
77,3.0
78,2.0
79,3.0
80,3.0
81,3.0
82,2.0
83,2.0
84,3.0
85,2.0
86,3.0
87,2.0
88,3.0
89,2.0
90,3.0
91,3.0
92,3.0
93,2.0
94,2.0
95,3.0
96,3.0
97,3.0
98,3.0
99,3.0
100,3.0
101,2.0
102,2.0
103,3.0
104,3.0
105,2.0
106,3.0
107,3.0
108,3.0
109,2.0
110,2.0
111,2.0
112,100.0
113,3.0
114,2.0
115,2.0
116,2.0
117,2.0
118,3.0
119,2.0
120,3.0
121,3.0
122,3.0
123,2.0
124,3.0
125,2.0
126,3.0
127,2.0
128,2.0
129,2.0
130,3.0
131,2.0
132,2.0
133,3.0
134,2.0
135,3.0
136,3.0
137,3.0
138,3.0
139,3.0
140,2.0
141,2.0
142,3.0
143,3.0
144,3.0
145,2.0
146,3.0
147,2.0
148,2.0
149,103.0
150,3.0
151,2.0
152,3.0
153,3.0
154,3.0
155,3.0
156,3.0
157,3.0
158,3.0
159,3.0
160,3.0
161,3.0
162,2.0
163,2.0
164,3.0
165,3.0
166,2.0
167,3.0
168,2.0
169,3.0
170,2.0
171,3.0
172,3.0
173,3.0
174,2.0
175,3.0
176,2.0
177,3.0
178,3.0
179,3.0
